calc label energy
e2ts_A_E_C_A_C_B-e2ts_B_E_C_A_C_B e2ts_B_E_C_A_C_B -3103.063247352901
e2ts_A_E_C_A_C_A-e2ts_B_E_C_A_C_A e2ts_B_E_C_A_C_A -3003.866795175771
e2ts_A_E_B_A_B_B-e2ts_D_E_B_A_B_B e2ts_D_E_B_A_B_B -936.985678311815
e2ts_A_E_B_A_B_A-e2ts_C_E_B_A_B_A e2ts_C_E_B_A_B_A -890.666993070917
e2ts_A_E_A_D_C_B-e2ts_A_E_A_E_C_B e2ts_A_E_A_E_C_B -2862.015691016681
e2ts_A_E_A_D_B_B-e2ts_B_E_A_D_B_B e2ts_B_E_A_D_B_B -936.961808231905
e2ts_A_E_A_D_B_B-e2ts_A_E_A_D_B_A e2ts_A_E_A_D_B_A -633.600726724955
e2ts_A_E_A_D_A_A-e2ts_C_E_A_D_A_A e2ts_C_E_A_D_A_A -365.666485412092
e2ts_A_E_A_D_A_A-e2ts_A_C_A_D_A_A e2ts_A_C_A_D_A_A -310.428699114002
e2ts_A_E_A_C_C_B-e2ts_A_E_E_C_C_B e2ts_A_E_E_C_C_B -2954.124581257458
e2ts_A_E_A_C_C_B e2ts_A_E_A_C_C_B -2898.896115592428
e2ts_A_E_A_C_B_A-e2ts_B_E_A_C_B_A e2ts_B_E_A_C_B_A -890.668744198739
e2ts_A_E_A_C_B_A e2ts_A_E_A_C_B_A -686.506954459706
e2ts_A_E_A_B_A_A-e2ts_D_E_A_B_A_A e2ts_D_E_A_B_A_A -477.785673407156
e2ts_A_E_A_A_C_A e2ts_A_E_A_A_C_A -2707.597615867377
e2ts_A_E_A_A_B_B-e2ts_A_A_A_A_B_B e2ts_A_A_A_A_B_B -638.348715385108
e2ts_A_E_A_A_B_A e2ts_A_E_A_A_B_A -594.397332407393
e2ts_A_D_E_D_C_D-e2ts_A_D_E_A_C_D e2ts_A_D_E_A_C_D -5319.222611184733
e2ts_A_D_E_D_C_C-e2ts_C_D_E_D_C_C e2ts_C_D_E_D_C_C -3337.321816912277
e2ts_A_D_E_D_C_C-e2ts_A_D_D_D_C_C e2ts_A_D_D_D_C_C -3229.204200100029
e2ts_A_D_E_D_C_C-e2ts_A_D_A_D_C_C e2ts_A_D_A_D_C_C -3189.997132981998
e2ts_A_D_E_D_C_C-e2ts_A_C_E_D_C_C e2ts_A_C_E_D_C_C -3298.112164718417
e2ts_A_D_E_D_C_B-e2ts_E_D_E_D_C_B e2ts_E_D_E_D_C_B -2940.431432469189
e2ts_A_D_E_D_C_B-e2ts_A_D_E_D_C_D e2ts_A_D_E_D_C_D -5358.433672556818
e2ts_A_D_E_D_C_B-e2ts_A_B_E_D_C_B e2ts_A_B_E_D_C_B -3050.149353783269
e2ts_A_D_E_D_B_D-e2ts_A_D_E_E_B_D e2ts_A_D_E_E_B_D -3261.259754786842
e2ts_A_D_E_D_B_D-e2ts_A_C_E_D_B_D e2ts_A_C_E_D_B_D -3298.108133629918
e2ts_A_D_E_D_B_C-e2ts_C_D_E_D_B_C e2ts_C_D_E_D_B_C -1224.117517038823
e2ts_A_D_E_D_B_C-e2ts_B_D_E_D_B_C e2ts_B_D_E_D_B_C -1336.193836014411
e2ts_A_D_E_D_B_C-e2ts_A_D_E_E_B_C e2ts_A_D_E_E_B_C -1148.058643993680
e2ts_A_D_E_D_B_C-e2ts_A_D_E_A_B_C e2ts_A_D_E_A_B_C -1092.817291627833
e2ts_A_D_E_D_B_C-e2ts_A_D_A_D_B_C e2ts_A_D_A_D_B_C -1076.792605235981
e2ts_A_D_E_D_B_B-e2ts_A_D_E_D_B_C e2ts_A_D_E_D_B_C -1132.027351861587
e2ts_A_D_E_D_B_B-e2ts_A_D_D_D_B_B e2ts_A_D_D_D_B_B -755.964469395708
e2ts_A_D_E_D_B_B e2ts_A_D_E_D_B_B -771.992167371623
e2ts_A_D_E_D_B_A e2ts_A_D_E_D_B_A -672.809845993677
e2ts_A_D_E_D_A_D-e2ts_D_D_E_D_A_D e2ts_D_D_E_D_A_D -2924.372023594706
e2ts_A_D_E_D_A_C-e2ts_A_D_E_D_A_D e2ts_A_D_E_D_A_D -2885.157614162706
e2ts_A_D_E_D_A_A-e2ts_D_D_E_D_A_A e2ts_D_D_E_D_A_A -351.982737088202
e2ts_A_D_E_D_A_A-e2ts_B_D_E_D_A_A e2ts_B_D_E_D_A_A -516.958167106760
e2ts_A_D_E_D_A_A-e2ts_A_D_E_C_A_A e2ts_A_D_E_C_A_A -365.687041778585
e2ts_A_D_E_B_A_A-e2ts_B_D_E_B_A_A e2ts_B_D_E_B_A_A -681.944218872075
e2ts_A_D_E_A_C_C-e2ts_C_D_E_A_C_C e2ts_C_D_E_A_C_C -3298.109926522360
e2ts_A_D_E_A_C_C-e2ts_A_D_D_A_C_C e2ts_A_D_D_A_C_C -3189.995891388807
e2ts_A_D_E_A_C_B-e2ts_C_D_E_A_C_B e2ts_C_D_E_A_C_B -2938.076713199439
e2ts_A_D_E_A_C_B-e2ts_A_D_E_A_C_C e2ts_A_D_E_A_C_C -3206.020917713730
e2ts_A_D_E_A_C_B e2ts_A_D_E_A_C_B -2845.987408347007
e2ts_A_D_E_A_C_A-e2ts_C_D_E_A_C_A e2ts_C_D_E_A_C_A -2838.889605978581
e2ts_A_D_E_A_C_A e2ts_A_D_E_A_C_A -2746.800877930909
e2ts_A_D_E_A_B_B-e2ts_A_E_E_A_B_B e2ts_A_E_E_A_B_B -748.815301890305
e2ts_A_D_E_A_B_B-e2ts_A_D_C_A_B_B e2ts_A_D_C_A_B_B -769.670265093293
e2ts_A_D_E_A_A_C-e2ts_D_D_E_A_A_C e2ts_D_D_E_A_A_C -771.959962264606
e2ts_A_D_E_A_A_A-e2ts_D_D_E_A_A_A e2ts_D_D_E_A_A_A -312.778759253333
e2ts_A_D_E_A_A_A-e2ts_A_C_E_A_A_A e2ts_A_C_E_A_A_A -326.454274539276
e2ts_A_D_D_E_C_D-e2ts_E_D_D_E_C_A e2ts_E_D_D_E_C_A -2841.249874556631
e2ts_A_D_D_E_C_D-e2ts_D_D_D_E_C_A e2ts_D_D_D_E_C_A -2825.216190655286
e2ts_A_D_D_E_C_D-e2ts_A_D_E_E_C_A e2ts_A_D_E_E_C_A -2802.041017124904
e2ts_A_D_D_E_C_D-e2ts_A_D_D_A_C_A e2ts_A_D_D_A_C_A -2730.771827579020
e2ts_A_D_D_E_C_A-e2ts_A_D_E_E_C_A e2ts_A_D_E_E_C_A -2802.041004857199
e2ts_A_D_D_E_B_A-e2ts_A_D_E_E_B_A e2ts_A_D_E_E_B_A -688.841086265658
e2ts_A_D_D_E_B_A e2ts_A_D_D_E_B_A -672.806181152067
e2ts_A_D_D_E_A_A-e2ts_A_C_D_E_A_A e2ts_A_C_D_E_A_A -365.663106926462
e2ts_A_D_D_E_A_A-e2ts_A_A_D_E_A_A e2ts_A_A_D_E_A_A -273.569224339081
e2ts_A_D_D_D_C_A e2ts_A_D_D_D_C_A -2769.978245890852
e2ts_A_D_D_D_A_A-e2ts_D_D_D_D_A_A e2ts_D_D_D_D_A_A -335.953156096395
e2ts_A_D_D_A_C_B-e2ts_C_D_D_A_C_B e2ts_C_D_D_A_C_B -2922.047661707737
e2ts_A_D_D_A_C_B-e2ts_B_D_D_A_C_B e2ts_B_D_D_A_C_B -3034.131852266532
e2ts_A_D_D_A_C_B-e2ts_A_D_D_E_C_B e2ts_A_D_D_E_C_B -2885.192869865720
e2ts_A_D_D_A_C_B e2ts_A_D_D_A_C_B -2829.959181950244
e2ts_A_D_D_A_C_A-e2ts_A_C_D_A_C_A e2ts_A_C_D_A_C_A -2783.649011848067
e2ts_A_D_D_A_B_C-e2ts_A_D_E_A_B_C e2ts_A_D_E_A_B_C -1092.815850363743
e2ts_A_D_D_A_B_B-e2ts_A_D_D_C_B_B e2ts_A_D_D_C_B_B -808.871112366771
e2ts_A_D_D_A_B_B-e2ts_A_D_D_A_B_C e2ts_A_D_D_A_B_C -1076.791458683533
e2ts_A_D_D_A_B_B e2ts_A_D_D_A_B_B -716.758930160054
e2ts_A_D_D_A_B_A-e2ts_B_D_D_A_B_A e2ts_B_D_D_A_B_A -821.745892582771
e2ts_A_D_D_A_B_A e2ts_A_D_D_A_B_A -617.571862585103
e2ts_A_D_C_D_A_A-e2ts_E_D_C_D_A_A e2ts_E_D_C_D_A_A -404.906664243451
e2ts_A_D_C_D_A_A e2ts_A_D_C_D_A_A -349.661806446531
e2ts_A_D_C_A_A_A-e2ts_A_D_C_E_A_A e2ts_A_D_C_E_A_A -365.689789761985
e2ts_A_D_A_E_C_B-e2ts_A_E_A_E_C_B e2ts_A_E_A_E_C_B -2862.015690100414
e2ts_A_D_A_E_B_C-e2ts_C_D_A_E_B_C e2ts_C_D_A_E_B_C -1184.907072806515
e2ts_A_D_A_E_B_C-e2ts_A_E_A_E_B_C e2ts_A_E_A_E_B_C -1108.862581653108
e2ts_A_D_A_E_B_C-e2ts_A_B_A_E_B_C e2ts_A_B_A_E_B_C -1257.778607098438
e2ts_A_D_A_E_B_B-e2ts_A_D_D_E_B_B e2ts_A_D_D_E_B_B -771.991702168135
e2ts_A_D_A_E_A_D-e2ts_A_D_A_E_A_C e2ts_A_D_A_E_A_C -732.749528821251
e2ts_A_D_A_E_A_D-e2ts_A_B_A_E_A_D e2ts_A_B_A_E_A_D -3010.913767653750
e2ts_A_D_A_E_A_A-e2ts_E_D_A_E_A_A e2ts_E_D_A_E_A_A -328.813222325559
e2ts_A_D_A_E_A_A e2ts_A_D_A_E_A_A -273.570583885162
e2ts_A_D_A_D_C_B-e2ts_C_D_A_D_C_B e2ts_C_D_A_D_C_B -2922.047973554862
e2ts_A_D_A_D_C_B-e2ts_A_D_A_C_C_B e2ts_A_D_A_C_C_B -2882.864983831323
e2ts_A_D_A_D_C_A-e2ts_E_D_A_D_C_A e2ts_E_D_A_D_C_A -2786.013915027354
e2ts_A_D_A_D_C_A e2ts_A_D_A_D_C_A -2730.772400550103
e2ts_A_D_A_D_B_B-e2ts_A_D_A_C_B_B e2ts_A_D_A_C_B_B -769.669242608824
e2ts_A_D_A_D_B_A-e2ts_B_D_A_D_B_A e2ts_B_D_A_D_B_A -821.742351784812
e2ts_A_D_A_D_B_A-e2ts_A_D_D_D_B_A e2ts_A_D_D_D_B_A -656.778479271407
e2ts_A_D_A_D_A_A e2ts_A_D_A_D_A_A -257.542667993970
e2ts_A_D_A_C_A_A e2ts_A_D_A_C_A_A -310.456867872677
e2ts_A_D_A_A_C_C-e2ts_C_D_A_A_C_C e2ts_C_D_A_A_C_C -3242.878750286258
e2ts_A_D_A_A_C_C-e2ts_B_D_A_A_C_C e2ts_B_D_A_A_C_C -3354.962093722713
e2ts_A_D_A_A_B_C-e2ts_C_D_A_A_B_C e2ts_C_D_A_A_B_C -1129.675654212748
e2ts_A_D_A_A_B_B-e2ts_A_D_A_A_B_C e2ts_A_D_A_A_B_C -1037.587600235434
e2ts_A_D_A_A_A_A e2ts_A_D_A_A_A_A -218.340565627079
e2ts_A_C_E_E_C_C-e2ts_A_C_E_E_C_D e2ts_A_C_E_E_C_D -5427.343745504554
e2ts_A_C_E_E_C_C-e2ts_A_C_E_E_C_A e2ts_A_C_E_E_C_A -2854.911935848250
e2ts_A_C_E_E_C_B-e2ts_D_C_E_E_C_B e2ts_D_C_E_E_C_B -2993.311640432539
e2ts_A_C_E_E_C_B-e2ts_C_C_E_E_C_B e2ts_C_C_E_E_C_B -3046.180153825578
e2ts_A_C_E_E_C_B-e2ts_B_C_E_E_C_B e2ts_B_C_E_E_C_B -3158.256980494280
e2ts_A_C_E_E_B_D-e2ts_A_A_E_E_B_D e2ts_A_A_E_E_B_D -3222.048891409636
e2ts_A_C_E_E_B_C-e2ts_A_B_E_E_B_C e2ts_A_B_E_E_B_C -1313.018134452268
e2ts_A_C_E_E_B_B-e2ts_A_D_E_E_B_B e2ts_A_D_E_E_B_B -788.023842957130
e2ts_A_C_E_E_B_A-e2ts_B_C_E_E_B_A e2ts_B_C_E_E_B_A -945.879511246630
e2ts_A_C_E_E_B_A-e2ts_A_C_E_E_B_B e2ts_A_C_E_E_B_B -840.903260052144
e2ts_A_C_E_D_C_A e2ts_A_C_E_D_C_A -2838.883342598984
e2ts_A_C_E_D_B_C-e2ts_A_B_E_D_B_C e2ts_A_B_E_D_B_C -1296.990708449180
e2ts_A_C_E_D_B_A-e2ts_A_C_D_D_B_A e2ts_A_C_D_D_B_A -709.657844840139
e2ts_A_C_E_D_A_A-e2ts_D_C_E_D_A_A e2ts_D_C_E_D_A_A -404.867340535183
e2ts_A_C_E_D_A_A-e2ts_B_C_E_D_A_A e2ts_B_C_E_D_A_A -569.826826500478
e2ts_A_C_E_D_A_A-e2ts_A_C_A_D_A_A e2ts_A_C_A_D_A_A -310.428700579168
e2ts_A_C_E_A_C_B-e2ts_E_C_E_A_C_B e2ts_E_C_E_A_C_B -2954.103895933055
e2ts_A_C_E_A_C_B-e2ts_C_C_E_A_C_B e2ts_C_C_E_A_C_B -2990.940194496916
e2ts_A_C_E_A_C_B-e2ts_A_C_E_D_C_B e2ts_A_C_E_D_C_B -2938.069940272545
e2ts_A_C_E_A_C_A-e2ts_A_C_E_A_C_B e2ts_A_C_E_A_C_B -2898.862697738562
e2ts_A_C_E_A_B_D-e2ts_A_B_E_A_B_D e2ts_A_B_E_A_B_D -3370.976085634166
e2ts_A_C_E_A_B_D e2ts_A_C_E_A_B_D -3258.898743179684
e2ts_A_C_E_A_B_C-e2ts_C_C_E_A_B_C e2ts_C_C_E_A_B_C -1237.779479082831
e2ts_A_C_E_A_B_C-e2ts_A_D_E_A_B_C e2ts_A_D_E_A_B_C -1092.817286803092
e2ts_A_C_E_A_B_C-e2ts_A_C_D_A_B_C e2ts_A_C_D_A_B_C -1129.674049279876
e2ts_A_C_E_A_B_C e2ts_A_C_E_A_B_C -1145.698171894593
e2ts_A_C_E_A_B_B-e2ts_C_C_E_A_B_B e2ts_C_C_E_A_B_B -877.741895814470
e2ts_A_C_E_A_B_A-e2ts_B_C_E_A_B_A e2ts_B_C_E_A_B_A -890.639676633895
e2ts_A_C_D_E_C_C e2ts_A_C_D_E_C_C -3298.113268182154
e2ts_A_C_D_E_C_B-e2ts_A_E_D_E_C_B e2ts_A_E_D_E_C_B -2901.221558610191
e2ts_A_C_D_E_C_A-e2ts_B_C_D_E_C_A e2ts_B_C_D_E_C_A -3043.042007610972
e2ts_A_C_D_E_B_C-e2ts_D_C_D_E_B_C e2ts_D_C_D_E_B_C -1224.116411132272
e2ts_A_C_D_E_B_C-e2ts_A_B_D_E_B_C e2ts_A_B_D_E_B_C -1296.985168762752
e2ts_A_C_D_E_B_B-e2ts_A_E_D_E_B_B e2ts_A_E_D_E_B_B -788.020958471103
e2ts_A_C_D_E_B_B-e2ts_A_D_D_E_B_B e2ts_A_D_D_E_B_B -771.991844913851
e2ts_A_C_D_E_B_A-e2ts_A_C_D_E_B_B e2ts_A_C_D_E_B_B -824.873983243851
e2ts_A_C_D_E_B_A e2ts_A_C_D_E_B_A -725.688199836674
e2ts_A_C_D_D_C_C-e2ts_D_C_D_D_C_C e2ts_D_C_D_D_C_C -3321.293308326331
e2ts_A_C_D_D_C_C-e2ts_A_D_D_D_C_C e2ts_A_D_D_D_C_C -3229.204191997091
e2ts_A_C_D_D_C_B-e2ts_C_C_D_D_C_B e2ts_C_C_D_D_C_B -3014.116871551078
e2ts_A_C_D_D_C_B e2ts_A_C_D_D_C_B -2922.043264819742
e2ts_A_C_D_D_B_B-e2ts_C_C_D_D_B_B e2ts_C_C_D_D_B_B -900.918516329742
e2ts_A_C_D_D_B_B-e2ts_A_E_D_D_B_B e2ts_A_E_D_D_B_B -771.994260734228
e2ts_A_C_D_D_B_B-e2ts_A_C_D_D_B_C e2ts_A_C_D_D_B_C -1168.882349548863
e2ts_A_C_D_D_B_B e2ts_A_C_D_D_B_B -808.844166931682
e2ts_A_C_D_A_C_B-e2ts_C_C_D_A_C_B e2ts_C_C_D_A_C_B -2974.911547625665
e2ts_A_C_D_A_C_B-e2ts_B_C_D_A_C_B e2ts_B_C_D_A_C_B -3086.995526240741
e2ts_A_C_D_A_C_B e2ts_A_C_D_A_C_B -2882.836634695017
e2ts_A_C_D_A_B_B e2ts_A_C_D_A_B_B -769.638077488452
e2ts_A_C_D_A_A_A-e2ts_A_B_D_A_A_A e2ts_A_B_D_A_A_A -422.514670205859
e2ts_A_C_C_E_B_A e2ts_A_C_C_E_B_A -778.583320037200
e2ts_A_C_C_A_C_A e2ts_A_C_C_A_C_A -2836.543853793364
e2ts_A_C_C_A_B_A-e2ts_A_C_C_C_B_A e2ts_A_C_C_C_B_A -815.429089361239
e2ts_A_C_C_A_B_A e2ts_A_C_C_A_B_A -723.348634145805
e2ts_A_C_A_E_C_D-e2ts_A_C_E_E_C_D e2ts_A_C_E_E_C_D -5427.343531882060
e2ts_A_C_A_E_C_C-e2ts_D_C_A_E_C_C e2ts_D_C_A_E_C_C -3298.109925077442
e2ts_A_C_A_E_C_C-e2ts_A_D_A_E_C_C e2ts_A_D_A_E_C_C -3206.022381448584
e2ts_A_C_A_E_C_C-e2ts_A_C_A_E_C_D e2ts_A_C_A_E_C_D -5372.102863867576
e2ts_A_C_A_E_C_B-e2ts_C_C_A_E_C_B e2ts_C_C_A_E_C_B -2990.939697926994
e2ts_A_C_A_E_C_A-e2ts_B_C_A_E_C_A e2ts_B_C_A_E_C_A -3003.832747131613
e2ts_A_C_A_E_B_D-e2ts_A_D_A_E_B_D e2ts_A_D_A_E_B_D -3206.019262179605
e2ts_A_C_A_E_B_C-e2ts_D_C_A_E_B_C e2ts_D_C_A_E_B_C -1184.906171683979
e2ts_A_C_A_E_B_C-e2ts_C_C_A_E_B_C e2ts_C_C_A_E_B_C -1237.779435493997
e2ts_A_C_A_E_B_C-e2ts_A_B_A_E_B_C e2ts_A_B_A_E_B_C -1257.778608260440
e2ts_A_C_A_E_B_A-e2ts_C_C_A_E_B_A e2ts_C_C_A_E_B_A -778.556731305876
e2ts_A_C_A_E_B_A-e2ts_B_C_A_E_B_A e2ts_B_C_A_E_B_A -890.636736356969
e2ts_A_C_A_E_B_A e2ts_A_C_A_E_B_A -686.481277939570
e2ts_A_C_A_E_A_D-e2ts_A_C_E_E_A_D e2ts_A_C_E_E_A_D -2954.073910882561
e2ts_A_C_A_E_A_D-e2ts_A_C_A_E_A_A e2ts_A_C_A_E_A_A -326.458155831156
e2ts_A_C_A_E_A_D e2ts_A_C_A_E_A_D -2898.833817902746
e2ts_A_C_A_E_A_A-e2ts_D_C_A_E_A_A e2ts_D_C_A_E_A_A -365.665340972326
e2ts_A_C_A_E_A_A-e2ts_A_C_A_C_A_A e2ts_A_C_A_C_A_A -363.329717990225
e2ts_A_C_A_E_A_A-e2ts_A_B_A_E_A_A e2ts_A_B_A_E_A_A -438.544472045909
e2ts_A_C_A_D_C_C-e2ts_D_C_A_D_C_C e2ts_D_C_A_D_C_C -3282.084249037374
e2ts_A_C_A_D_C_C-e2ts_A_C_C_D_C_C e2ts_A_C_C_D_C_C -3334.971429936888
e2ts_A_C_A_D_C_C-e2ts_A_C_A_D_C_A e2ts_A_C_A_D_C_A -2783.649627687943
e2ts_A_C_A_D_C_B-e2ts_D_C_A_D_C_B e2ts_D_C_A_D_C_B -2922.047657734697
e2ts_A_C_A_D_C_B-e2ts_B_C_A_D_C_B e2ts_B_C_A_D_C_B -3086.991522482192
e2ts_A_C_A_D_C_B-e2ts_A_C_A_D_C_A e2ts_A_C_A_D_C_A -2783.649623096683
e2ts_A_C_A_D_C_B e2ts_A_C_A_D_C_B -2882.837814370984
e2ts_A_C_A_D_B_C-e2ts_A_D_A_D_B_C e2ts_A_D_A_D_B_C -1076.792607613912
e2ts_A_C_A_D_B_C e2ts_A_C_A_D_B_C -1129.673811121042
e2ts_A_C_A_D_B_B-e2ts_B_C_A_D_B_B e2ts_B_C_A_D_B_B -973.794774738218
e2ts_A_C_A_D_B_B e2ts_A_C_A_D_B_B -769.639077861366
e2ts_A_B_E_E_C_A-e2ts_A_D_E_E_C_A e2ts_A_D_E_E_C_A -2802.041343696338
e2ts_A_B_E_D_B_A e2ts_A_B_E_D_B_A -837.769088230251
e2ts_A_B_E_A_C_B-e2ts_D_B_E_A_C_B e2ts_D_B_E_A_C_B -3050.154726195241
e2ts_A_B_E_A_C_B e2ts_A_B_E_A_C_B -3010.937915875928
e2ts_A_B_E_A_B_B-e2ts_A_B_E_D_B_B e2ts_A_B_E_D_B_B -936.951543122835
e2ts_A_B_E_A_B_A-e2ts_A_B_E_D_B_A e2ts_A_B_E_D_B_A -837.768237165362
e2ts_A_B_E_A_B_A-e2ts_A_B_C_A_B_A e2ts_A_B_C_A_B_A -835.427319359823
e2ts_A_B_E_A_B_A e2ts_A_B_E_A_B_A -798.557967708800
e2ts_A_B_D_E_C_B-e2ts_A_B_E_E_C_B e2ts_A_B_E_E_C_B -3066.179553237614
e2ts_A_B_D_E_C_A-e2ts_A_B_C_E_C_A e2ts_A_B_C_E_C_A -3003.854963215829
e2ts_A_B_D_E_B_B-e2ts_D_B_D_E_B_B e2ts_D_B_D_E_B_B -976.162451040143
e2ts_A_B_D_E_B_B-e2ts_A_B_E_E_B_B e2ts_A_B_E_E_B_B -952.986670636696
e2ts_A_B_D_E_B_B e2ts_A_B_D_E_B_B -936.955291951403
e2ts_A_B_D_E_B_A-e2ts_C_B_D_E_B_A e2ts_C_B_D_E_B_A -929.846289091901
e2ts_A_B_D_E_B_A-e2ts_A_B_E_E_B_A e2ts_A_B_E_E_B_A -853.805493112680
e2ts_A_B_D_A_C_B-e2ts_C_B_D_A_C_B e2ts_C_B_D_A_C_B -3086.991516207393
e2ts_A_B_D_A_B_B-e2ts_C_B_D_A_B_B e2ts_C_B_D_A_B_B -973.794766378093
e2ts_A_B_C_A_A_A e2ts_A_B_C_A_A_A -475.415424687529
e2ts_A_B_A_E_C_C-e2ts_C_B_A_E_C_C e2ts_C_B_A_E_C_C -3463.062653154235
e2ts_A_B_A_E_C_C-e2ts_A_D_A_E_C_C e2ts_A_D_A_E_C_C -3206.022817929316
e2ts_A_B_A_E_C_C-e2ts_A_B_E_E_C_C e2ts_A_B_E_E_C_C -3426.221150122403
e2ts_A_B_A_E_C_B e2ts_A_B_A_E_C_B -3010.946156569732
e2ts_A_B_A_E_C_A-e2ts_C_B_A_E_C_A e2ts_C_B_A_E_C_A -3003.835696131616
e2ts_A_B_A_E_B_B-e2ts_E_B_A_E_B_B e2ts_E_B_A_E_B_B -952.996059006857
e2ts_A_B_A_E_B_B-e2ts_A_B_C_E_B_B e2ts_A_B_C_E_B_B -989.850431507317
e2ts_A_B_A_E_B_B-e2ts_A_B_A_D_B_B e2ts_A_B_A_D_B_B -881.722831233270
e2ts_A_B_A_E_B_A-e2ts_E_B_A_E_B_A e2ts_E_B_A_E_B_A -853.805335736307
e2ts_A_B_A_E_B_A-e2ts_A_E_A_E_B_A e2ts_A_E_A_E_B_A -649.627082756491
e2ts_A_B_A_E_B_A-e2ts_A_B_C_E_B_A e2ts_A_B_C_E_B_A -890.661102727513
e2ts_A_B_A_E_B_A e2ts_A_B_A_E_B_A -798.563138373303
e2ts_A_B_A_D_C_C-e2ts_A_D_A_D_C_C e2ts_A_D_A_D_C_C -3189.997129575795
e2ts_A_B_A_D_C_C-e2ts_A_B_E_D_C_C e2ts_A_B_E_D_C_C -3410.194976938255
e2ts_A_B_A_D_C_C-e2ts_A_B_A_A_C_C e2ts_A_B_A_A_C_C -3315.753634505512
e2ts_A_B_A_D_C_B-e2ts_C_B_A_D_C_B e2ts_C_B_A_D_C_B -3086.995530323969
e2ts_A_B_A_D_C_B-e2ts_A_B_D_D_C_B e2ts_A_B_D_D_C_B -3034.121793812091
e2ts_A_B_A_D_C_B e2ts_A_B_A_D_C_B -2994.920342524516
e2ts_A_B_A_D_B_A-e2ts_A_B_E_D_B_A e2ts_A_B_E_D_B_A -837.766632022432
e2ts_A_B_A_A_C_A-e2ts_D_B_A_A_C_A e2ts_D_B_A_A_C_A -2895.740677218258
e2ts_A_B_A_A_B_B-e2ts_C_B_A_A_B_B e2ts_C_B_A_A_B_B -934.596825766977
e2ts_A_B_A_A_B_B-e2ts_A_A_A_A_B_B e2ts_A_A_A_A_B_B -638.348834529304
e2ts_A_B_A_A_B_B e2ts_A_B_A_A_B_B -842.520432429322
e2ts_A_B_A_A_A_A e2ts_A_B_A_A_A_A -383.314088964090
e2ts_A_A_E_D_C_D-e2ts_A_A_E_E_C_D e2ts_A_A_E_E_C_D -5335.255211525547
e2ts_A_A_E_D_C_C-e2ts_A_A_E_E_C_C e2ts_A_A_E_E_C_C -3222.054615599509
e2ts_A_A_E_D_C_B-e2ts_A_A_E_E_C_B e2ts_A_A_E_E_C_B -2862.009910329546
e2ts_A_A_E_D_C_B-e2ts_A_A_E_C_C_B e2ts_A_A_E_C_C_B -2898.886912422140
e2ts_A_A_E_D_C_A e2ts_A_A_E_D_C_A -2746.800277065916
e2ts_A_A_E_D_A_A-e2ts_A_A_D_D_A_A e2ts_A_A_D_D_A_A -257.542321104010
e2ts_A_A_E_A_C_D-e2ts_A_A_E_E_C_D e2ts_A_A_E_E_C_D -5335.253576527167
e2ts_A_A_E_A_C_D-e2ts_A_A_E_A_C_A e2ts_A_A_E_A_C_A -2707.592026023457
e2ts_A_A_E_A_C_C e2ts_A_A_E_A_C_C -3166.813718747372
e2ts_A_A_E_A_B_A-e2ts_A_A_E_C_B_A e2ts_A_A_E_C_B_A -686.502503239927
e2ts_A_A_E_A_A_D e2ts_A_A_E_A_A_D -2806.737666794073
e2ts_A_A_E_A_A_A e2ts_A_A_E_A_A_A -234.363087369797
e2ts_A_A_D_E_C_D-e2ts_A_A_D_E_C_B e2ts_A_A_D_E_C_B -2845.986011857802
e2ts_A_A_D_E_C_A-e2ts_A_A_E_E_C_A e2ts_A_A_E_E_C_A -2762.833823054230
e2ts_A_A_D_E_B_C-e2ts_A_A_D_E_B_D e2ts_A_A_D_E_B_D -3206.020035438512
e2ts_A_A_D_E_B_A-e2ts_A_A_C_E_B_A e2ts_A_A_C_E_B_A -686.502516834617
e2ts_A_A_D_E_B_A e2ts_A_A_D_E_B_A -633.600448460516
e2ts_A_A_C_E_A_A e2ts_A_A_C_E_A_A -326.480999169226
e2ts_A_A_C_D_B_A e2ts_A_A_C_D_B_A -670.468043104878
e2ts_A_A_A_E_C_D-e2ts_A_A_E_E_C_D e2ts_A_A_E_E_C_D -5335.253575998914
e2ts_A_A_A_E_C_C-e2ts_A_A_A_E_C_D e2ts_A_A_A_E_C_D -5280.014031868490
e2ts_A_A_A_E_C_A-e2ts_A_A_C_E_C_A e2ts_A_A_C_E_C_A -2799.698295854763
e2ts_A_A_A_E_B_C e2ts_A_A_A_E_B_C -1053.609453239269
e2ts_A_A_A_E_B_A e2ts_A_A_A_E_B_A -594.392335769362
e2ts_A_A_A_D_C_B-e2ts_A_A_A_D_C_C e2ts_A_A_A_D_C_C -3150.789560545622
e2ts_A_A_A_D_C_B-e2ts_A_A_A_A_C_B e2ts_A_A_A_A_C_B -2751.547748285695
e2ts_A_A_A_D_B_C-e2ts_A_A_A_A_B_C e2ts_A_A_A_A_B_C -998.380631450835
e2ts_A_A_A_D_A_D-e2ts_A_A_D_D_A_D e2ts_A_A_D_D_A_D -2829.908187232517
e2ts_A_A_A_D_A_D e2ts_A_A_A_D_A_D -2790.702064138392
e2ts_A_A_A_D_A_A e2ts_A_A_A_D_A_A -218.334729863463
e2ts_A_A_A_A_C_A e2ts_A_A_A_A_C_A -2652.360661690992
e2ts_A_A_A_A_B_A e2ts_A_A_A_A_B_A -539.161015594451
